ambient,coolant,u_d,u_q,motor_speed,torque,i_d,i_q,pm,stator_yoke,stator_tooth,stator_winding
-0.9844556,-1.0689676,0.18489577,1.6756263,2.0241187,-0.26337907,-0.80272865,-0.2564987,-1.168109,-1.0482368,-0.8000965,-0.60344225
-0.98722893,-1.0669358,0.1845428,1.6759466,2.0241172,-0.26408073,-0.80235183,-0.25623038,-1.1665344,-1.0486761,-0.7989047,-0.60292935
-0.9884284,-1.0644885,0.18335466,1.6784366,2.024119,-0.26473007,-0.80114883,-0.25574046,-1.1639295,-1.0486922,-0.7980509,-0.60256183
-0.9826217,-1.0613073,0.18381158,1.6782535,2.0241165,-0.26528922,-0.8014186,-0.2557687,-1.1622536,-1.0487535,-0.79707754,-0.60229856
-0.97776765,-1.0583322,0.18339701,1.6791282,2.0241168,-0.26613995,-0.80103713,-0.2559258,-1.1613814,-1.0477022,-0.79723847,-0.6020263
-0.9739002,-1.0543429,0.18265729,1.6793965,2.0241163,-0.26483482,-0.800189,-0.25577816,-1.1600087,-1.0472975,-0.7971279,-0.6015141
-0.9788356,-1.0531822,0.18207014,1.6812828,2.024119,-0.26547888,-0.79935604,-0.25527978,-1.1586365,-1.0463603,-0.7970488,-0.6011673
-0.9855547,-1.0525739,0.18273287,1.6831279,2.0241172,-0.2646898,-0.79861546,-0.25528577,-1.1569448,-1.044444,-0.7964951,-0.60135615
-0.9890768,-1.053516,0.18279335,1.6801993,2.0241187,-0.26422933,-0.800497,-0.25558355,-1.1551973,-1.0423243,-0.7969114,-0.6014428
-0.988322,-1.0559411,0.18305993,1.6798337,2.0241168,-0.26492167,-0.80041957,-0.25549716,-1.1524843,-1.0425978,-0.79734534,-0.6015419
-0.9782073,-1.0588993,0.1821174,1.6808432,2.0241175,-0.26475024,-0.79950976,-0.2553626,-1.1515465,-1.0447351,-0.7967528,-0.6013152
-0.97289944,-1.0623733,0.18120922,1.6822631,2.024119,-0.26476842,-0.79845095,-0.25519842,-1.1512017,-1.0454202,-0.794702,-0.6000967
-0.9733642,-1.0652951,0.1825814,1.6819525,2.0241163,-0.26493096,-0.79873043,-0.2553587,-1.1505953,-1.0447662,-0.7933682,-0.5996445
-0.9747574,-1.0687035,0.18181472,1.6820405,2.024118,-0.26456827,-0.7988709,-0.25521585,-1.1489387,-1.0421569,-0.7933157,-0.600188
-0.9732859,-1.0718207,0.18174993,1.6812568,2.0241172,-0.2648791,-0.79938877,-0.25526822,-1.1473618,-1.0397397,-0.7936848,-0.6005592
-0.9642482,-1.0739778,0.18235864,1.6800144,2.0241165,-0.26506516,-0.8002727,-0.2555576,-1.1452922,-1.0377587,-0.79268444,-0.60061145
-0.9546343,-1.075264,0.1820126,1.6781464,2.0241184,-0.26376292,-0.8004965,-0.25587916,-1.1435188,-1.037086,-0.7930517,-0.6006823
-0.94843924,-1.0756885,0.18073961,1.6791549,2.0241168,-0.26411045,-0.8000126,-0.2555617,-1.1407938,-1.036355,-0.79177916,-0.6003057
-0.9464689,-1.0741756,0.18075292,1.6802891,2.0241165,-0.26422557,-0.79978865,-0.25547758,-1.1397353,-1.0356324,-0.7899186,-0.59995425
-0.9461427,-1.0725126,0.18171981,1.6804512,2.0241172,-0.26440185,-0.79966944,-0.2554538,-1.1401771,-1.034965,-0.7879984,-0.6001497
-0.94710624,-1.070678,0.18183252,1.6808052,2.0241184,-0.26503086,-0.7993177,-0.25534198,-1.1397533,-1.0339394,-0.7872096,-0.6001676
-0.94491506,-1.0685065,0.18322767,1.6770023,2.0241182,-0.2640973,-0.8002922,-0.25608298,-1.1396419,-1.0334531,-0.78705096,-0.59942144
-0.94606537,-1.0656399,0.18347754,1.6777991,2.0241177,-0.26389578,-0.7999848,-0.25593922,-1.1394966,-1.0331547,-0.78729874,-0.599631
-0.94483775,-1.0620406,0.18255274,1.6795635,2.024118,-0.2647819,-0.7992893,-0.25566143,-1.136244,-1.0337374,-0.78869575,-0.59929335
-0.9455023,-1.0590124,0.1831112,1.67974,2.024116,-0.2650959,-0.7994,-0.25572625,-1.1337013,-1.0337069,-0.78816116,-0.59736377
-0.9447354,-1.0563831,0.18289852,1.6812088,2.024119,-0.266053,-0.7984935,-0.2553965,-1.1332557,-1.0333862,-0.78547424,-0.59431964
-0.94847536,-1.0543951,0.18084319,1.683163,2.024118,-0.2642333,-0.7993944,-0.2548388,-1.133622,-1.0333059,-0.78490406,-0.5941216
-0.9487564,-1.0531256,0.18388258,1.6766968,2.024119,-0.26437128,-0.8002595,-0.25612086,-1.1342818,-1.0328499,-0.78363746,-0.5960105
-0.9496718,-1.0545924,0.18288814,1.6796917,2.0241168,-0.26357573,-0.79906166,-0.25555158,-1.1329778,-1.0334693,-0.78191656,-0.59728694
-0.94875944,-1.0572349,0.18280432,1.6802634,2.024118,-0.26411396,-0.7989635,-0.25561062,-1.132347,-1.0329173,-0.7805029,-0.59719634
-0.948106,-1.0604782,0.18382944,1.6792035,2.024118,-0.26491684,-0.7995353,-0.25597402,-1.130888,-1.0335673,-0.7808904,-0.59512544
-0.94706005,-1.0631307,0.18272634,1.6795983,2.0241156,-0.26391947,-0.79930997,-0.25565702,-1.1293395,-1.0340827,-0.7813035,-0.5937308
-0.94550425,-1.0663539,0.18333659,1.6771487,2.024114,-0.26400223,-0.7998762,-0.25608402,-1.1276871,-1.0341035,-0.78033465,-0.5939739
-0.94831175,-1.0693643,0.18298417,1.6778206,2.0241153,-0.26368463,-0.7998012,-0.25608096,-1.124811,-1.0333718,-0.779234,-0.59273213
-0.9503232,-1.0715519,0.18212134,1.6790168,2.0241175,-0.2636483,-0.79932815,-0.255713,-1.1215271,-1.0335444,-0.7779936,-0.5940786
-0.9519955,-1.0731316,0.1829639,1.6794722,2.0241153,-0.26487133,-0.79890364,-0.2559197,-1.1211681,-1.03322,-0.7776919,-0.5952785
-0.9539779,-1.0737072,0.18294215,1.679723,2.0241187,-0.26584095,-0.79893,-0.25575316,-1.1215993,-1.0327885,-0.7790568,-0.5955172
-0.95493644,-1.0732814,0.18264057,1.6782045,2.0241191,-0.2638081,-0.79899454,-0.25589976,-1.120304,-1.0322802,-0.7786797,-0.5947534
-0.94943494,-1.0728052,0.18271193,1.6769956,2.0241184,-0.26462704,-0.7996453,-0.2558933,-1.117777,-1.031667,-0.7803518,-0.592373
-0.9298067,-1.0719707,0.18337283,1.6779714,2.0241182,-0.2645364,-0.7991692,-0.256014,-1.1162239,-1.0313272,-0.78069174,-0.58937526
-0.91389436,-1.071174,0.18395635,1.6775106,2.0241177,-0.26483023,-0.799547,-0.2559506,-1.1151942,-1.0310341,-0.7797608,-0.58985734
-0.8966801,-1.0694926,0.18349288,1.6778353,2.0241182,-0.2640304,-0.7994737,-0.25582194,-1.1127576,-1.0308238,-0.77918416,-0.5901697
-0.8821027,-1.0666782,0.18134002,1.6778957,2.024118,-0.26353425,-0.79897565,-0.25557834,-1.1105299,-1.0310717,-0.7783644,-0.5868607
-0.8580229,-1.0637693,0.1822799,1.6766474,2.02412,-0.26322007,-0.7994761,-0.25596294,-1.1093179,-1.0308508,-0.77764153,-0.5848618
-0.83760774,-1.0602683,0.18180664,1.6770726,2.0241191,-0.2643132,-0.7997779,-0.25601676,-1.1087067,-1.0316882,-0.7763556,-0.5873524
-0.8219674,-1.0580877,0.18135375,1.6796304,2.0241163,-0.26383725,-0.7985183,-0.25563517,-1.1085995,-1.031243,-0.7752987,-0.58836555
-0.81248504,-1.0564018,0.1802239,1.6814554,2.0241175,-0.26419964,-0.79753274,-0.2552969,-1.1082292,-1.0299779,-0.7748577,-0.5879134
-0.7941135,-1.0559763,0.18087259,1.6813945,2.0241203,-0.26492596,-0.79738635,-0.25528878,-1.1068506,-1.0301667,-0.77499324,-0.58647186
-0.7913101,-1.0576643,0.1812569,1.6801581,2.0241177,-0.26527795,-0.7973445,-0.25546238,-1.104235,-1.0303019,-0.7762197,-0.5828929
-0.79691595,-1.0601186,0.18316732,1.6785586,2.024115,-0.26465222,-0.7987012,-0.25596356,-1.1018115,-1.0306976,-0.776421,-0.58124197
-0.81004894,-1.0628837,0.18256576,1.6779661,2.0241168,-0.26487163,-0.79917276,-0.25588006,-1.1014034,-1.0312798,-0.7751649,-0.5818925
-0.83044004,-1.0659033,0.18318142,1.6787177,2.0241172,-0.26563516,-0.79881954,-0.25576824,-1.1012508,-1.0310997,-0.77435523,-0.5818417
-0.8441261,-1.0683957,0.18290944,1.6801122,2.024119,-0.26407748,-0.79809445,-0.25577146,-1.1001182,-1.0307713,-0.77427197,-0.58225715
-0.8497571,-1.0715348,0.1833731,1.6777251,2.0241168,-0.26446098,-0.798675,-0.25622588,-1.0992093,-1.0306854,-0.7735798,-0.58104694
-0.8554584,-1.0745963,0.18263099,1.6770358,2.0241191,-0.2642168,-0.79924953,-0.2558858,-1.0988089,-1.0304745,-0.7734453,-0.5779563
-0.8784622,-1.0766935,0.1832791,1.6785983,2.0241187,-0.26354426,-0.7985113,-0.25594735,-1.0987481,-1.0302736,-0.7736652,-0.5778027
-0.9006449,-1.0776588,0.18188974,1.6795015,2.0241182,-0.26414776,-0.79783845,-0.25558648,-1.0972829,-1.030528,-0.77341616,-0.5784575
-0.9210139,-1.077545,0.18179958,1.679809,2.0241168,-0.2626701,-0.7975148,-0.25544062,-1.0948421,-1.03076,-0.7732377,-0.5798884
-0.9365569,-1.0759869,0.18067707,1.6803966,2.0241182,-0.26226187,-0.7966351,-0.25533953,-1.0946608,-1.0308268,-0.7725225,-0.57856303
-0.9539227,-1.0741526,0.1813649,1.6789727,2.0241208,-0.2648377,-0.7974641,-0.2556689,-1.0929757,-1.0291818,-0.77341044,-0.57780766
-0.9673116,-1.0722857,0.18077697,1.6802567,2.0241184,-0.26477268,-0.79684144,-0.25536004,-1.0910221,-1.0290985,-0.77219474,-0.5749235
-0.97623694,-1.0709887,0.18160278,1.6800214,2.0241184,-0.26460573,-0.7972488,-0.2554563,-1.0894037,-1.0292877,-0.76987815,-0.5727417
-0.9832551,-1.0683899,0.18206815,1.6817988,2.0241199,-0.26509824,-0.7964268,-0.25532287,-1.0880798,-1.0284276,-0.7688053,-0.5712138
-0.9890678,-1.065178,0.18206167,1.6796448,2.024118,-0.26525602,-0.79760873,-0.25551468,-1.088432,-1.0288069,-0.7682175,-0.5704704
-0.99272543,-1.0619358,0.18138544,1.6795487,2.0241172,-0.264206,-0.7969397,-0.25549492,-1.0890037,-1.0268884,-0.76824784,-0.56888556
-0.99026924,-1.0595454,0.18256964,1.6791574,2.0241191,-0.2657723,-0.7974602,-0.25556704,-1.0876468,-1.0268579,-0.7675017,-0.5692817
-0.99409354,-1.0558164,0.18212384,1.6786755,2.0241177,-0.2653331,-0.7977041,-0.25575063,-1.0868998,-1.0268358,-0.76759964,-0.5651957
-0.99632686,-1.0555639,0.18118486,1.6790509,2.0241187,-0.26404038,-0.7975818,-0.25574067,-1.0876622,-1.0261232,-0.7676696,-0.5653892
-0.99640316,-1.0574999,0.18127412,1.6794289,2.0241191,-0.2636354,-0.79735136,-0.25550327,-1.0865817,-1.0252142,-0.7672229,-0.5617089
-0.99696624,-1.0600632,0.18251207,1.6772337,2.024118,-0.2642283,-0.79769605,-0.25607646,-1.0849743,-1.026604,-0.76640606,-0.56366205
-0.9968619,-1.0626391,0.18182147,1.6807333,2.0241172,-0.26417777,-0.7959624,-0.25556543,-1.0836246,-1.0260068,-0.7657755,-0.5644372
-0.99881715,-1.0656608,0.18068261,1.681833,2.024119,-0.26451173,-0.79560184,-0.25507885,-1.081789,-1.0266742,-0.76627225,-0.5654334
-0.99920356,-1.0689013,0.18146756,1.6829567,2.0241163,-0.26497743,-0.7950268,-0.2551628,-1.0785621,-1.025161,-0.7651828,-0.5682402
-0.9923731,-1.0717608,0.17945014,1.6846721,2.024118,-0.2647435,-0.79395354,-0.25548592,-1.0764064,-1.0264663,-0.7653055,-0.5699944
-0.9834177,-1.0735409,0.18227991,1.6808308,2.0241184,-0.2648912,-0.79542726,-0.25552055,-1.075899,-1.0264559,-0.7653936,-0.5668814
-0.9739544,-1.0749172,0.18067558,1.6814364,2.024119,-0.2640166,-0.7951477,-0.25504255,-1.0743082,-1.0250543,-0.7653211,-0.56843334
-0.9666662,-1.0758026,0.18251579,1.6812739,2.0241175,-0.26461202,-0.7956168,-0.25546148,-1.0710238,-1.0243489,-0.7647722,-0.56752545
-0.94824547,-1.0772098,0.1809639,1.6830764,2.0241191,-0.26444355,-0.7948545,-0.2550201,-1.0685987,-1.0244408,-0.7644242,-0.56782985
-0.91981643,-1.0764709,0.1830681,1.6803638,2.0241156,-0.2637042,-0.7962898,-0.25570148,-1.0664554,-1.0255022,-0.7645812,-0.56859875
-0.90147704,-1.0750005,0.18184869,1.6809119,2.0241184,-0.26429775,-0.79597574,-0.25543186,-1.0662867,-1.0261631,-0.764197,-0.56389844
-0.89036655,-1.0736109,0.18064427,1.6810546,2.0241168,-0.26406872,-0.7950377,-0.25545508,-1.0648924,-1.0257905,-0.7636958,-0.5582904
-0.8808822,-1.0718424,0.18132763,1.681814,2.024118,-0.26428804,-0.7947611,-0.25527307,-1.063431,-1.0251253,-0.7632012,-0.55302364
-0.8786559,-1.0693656,0.18163078,1.6818686,2.024118,-0.2642242,-0.7948982,-0.25526366,-1.0626702,-1.022707,-0.76311773,-0.55527216
-0.8572621,-1.0663476,0.18177591,1.6815435,2.0241175,-0.26371473,-0.7951119,-0.25529695,-1.0626603,-1.0201777,-0.7629677,-0.56029844
-0.8353333,-1.0642859,0.18187237,1.6829221,2.0241168,-0.2645121,-0.79446274,-0.25525883,-1.0601972,-1.020058,-0.7626794,-0.55864865
-0.8257124,-1.0597172,0.18235643,1.6795536,2.024118,-0.26459432,-0.7954541,-0.25573063,-1.060155,-1.0194247,-0.7624729,-0.5561814
-0.8310021,-1.0594006,0.1833841,1.6802564,2.0241158,-0.26495188,-0.7954436,-0.2556872,-1.0605088,-1.0174278,-0.7623248,-0.5536423
-0.86068285,-1.0598122,0.18254818,1.6810521,2.024116,-0.26476154,-0.7950702,-0.25537884,-1.0591929,-1.0187347,-0.7623995,-0.54969305
-0.88651925,-1.0600063,0.18274327,1.6789833,2.0241182,-0.26516402,-0.79626936,-0.2555755,-1.0590612,-1.0174311,-0.7623175,-0.5492135
-0.90147805,-1.0623966,0.18305035,1.6792862,2.0241165,-0.2643541,-0.79639703,-0.25547695,-1.0577726,-1.0168455,-0.7622135,-0.5465198
-0.91270393,-1.0646471,0.18300384,1.6776074,2.0241175,-0.26423264,-0.79661125,-0.2557753,-1.0570903,-1.0160773,-0.762139,-0.5444794
-0.9283623,-1.0666964,0.18177548,1.6788467,2.024116,-0.26373944,-0.79586107,-0.25562564,-1.0541736,-1.0158755,-0.7620856,-0.5429807
-0.9350141,-1.0700465,0.18194374,1.6793388,2.0241196,-0.26416504,-0.79539704,-0.25545204,-1.0525382,-1.0152828,-0.7620474,-0.54245776
-0.9382562,-1.0740263,0.18138453,1.680324,2.0241175,-0.2648479,-0.795154,-0.25527135,-1.0518122,-1.0154554,-0.7621555,-0.54230326
-0.9405799,-1.0769114,0.18081404,1.680324,2.0241165,-0.26432654,-0.7952714,-0.2551875,-1.0499301,-1.0147827,-0.7620974,-0.54204565
-0.9397066,-1.07871,0.18130632,1.6824949,2.024115,-0.26372477,-0.7942231,-0.25505072,-1.0505793,-1.014649,-0.762056,-0.54182446
-0.9395882,-1.0803012,0.18091203,1.6817242,2.0241182,-0.26378363,-0.7939546,-0.25508115,-1.0508459,-1.0134084,-0.76202613,-0.54629284
-0.93899596,-1.08003,0.182264,1.6809204,2.0241168,-0.2647514,-0.7946567,-0.25532156,-1.0495569,-1.0127683,-0.76200473,-0.5464834
-0.92384946,-1.0795668,0.18212575,1.6805413,2.024119,-0.26451093,-0.79479176,-0.2553719,-1.048649,-1.0128074,-0.76198953,-0.5494475
-0.89878297,-1.0777901,0.18184143,1.680318,2.0241163,-0.2635929,-0.7950068,-0.25549024,-1.0457621,-1.0131341,-0.76197845,-0.5487438
-0.871176,-1.0752738,0.18105578,1.6809373,2.0241165,-0.26468825,-0.7947155,-0.25520593,-1.042272,-1.0124226,-0.7619706,-0.54721147
-0.83718014,-1.0726643,0.18229255,1.679306,2.0241165,-0.26374087,-0.79485685,-0.25563332,-1.0413841,-1.0121117,-0.7619651,-0.5454891
-0.82449687,-1.0704921,0.18287468,1.678238,2.0241172,-0.26453364,-0.7959126,-0.25576273,-1.0424721,-1.0110425,-0.761961,-0.54374087
-0.8133794,-1.0680956,0.18149444,1.6802338,2.0241182,-0.2640466,-0.7951778,-0.25539222,-1.0427464,-1.0074887,-0.7619581,-0.5454261
-0.8099817,-1.066412,0.18164277,1.680338,2.0241182,-0.26388848,-0.7950358,-0.25541356,-1.0411364,-1.0049423,-0.761956,-0.5434387
-0.7948553,-1.0654745,0.1819993,1.6812247,2.024118,-0.26322556,-0.79459983,-0.25528935,-1.0398579,-1.0061046,-0.76195455,-0.54341006
-0.7982319,-1.0634587,0.18227252,1.6780217,2.024118,-0.2645339,-0.79557914,-0.25568974,-1.0382183,-1.0044982,-0.7619535,-0.54368335
-0.80217355,-1.0632912,0.18232398,1.6788048,2.0241156,-0.26482448,-0.79508716,-0.2557042,-1.0366669,-1.0038449,-0.76195276,-0.54230016
-0.79332256,-1.0631375,0.18170705,1.6791352,2.0241175,-0.26457632,-0.7948954,-0.25528073,-1.0362306,-1.0039742,-0.7619522,-0.543549
-0.7808882,-1.0642035,0.18264166,1.6790965,2.0241175,-0.26611084,-0.79509616,-0.25540414,-1.0388227,-1.0032206,-0.76195186,-0.5425711
-0.78010124,-1.0664122,0.18283686,1.6805339,2.0241184,-0.26592162,-0.7945731,-0.2554759,-1.0383463,-1.004174,-0.7619515,-0.5409157
-0.7907058,-1.0704141,0.1835938,1.6800169,2.0241177,-0.26494148,-0.7951166,-0.2557321,-1.0357689,-1.0024178,-0.7619513,-0.5418593
-0.8267322,-1.0738193,0.18246263,1.67802,2.0241168,-0.2639931,-0.79537916,-0.2556752,-1.0361463,-1.0021054,-0.76195115,-0.5413971
-0.8408709,-1.0753518,0.1829614,1.6794659,2.0241182,-0.26403865,-0.794796,-0.25568122,-1.0345523,-1.0013837,-0.76195115,-0.5408456
-0.86572367,-1.0777941,0.18354061,1.6795293,2.0241182,-0.2637368,-0.7948797,-0.25571278,-1.0306643,-1.000717,-0.76195097,-0.54034024
-0.8708397,-1.0795441,0.18230172,1.6802902,2.0241196,-0.26324138,-0.79444915,-0.25529975,-1.0287076,-0.999244,-0.76195097,-0.539721
-0.8745064,-1.080798,0.18337004,1.6817192,2.024119,-0.26355007,-0.79373956,-0.25535297,-1.0270609,-1.0004284,-0.76195097,-0.53821254
-0.8791638,-1.0815955,0.18352857,1.6785282,2.0241148,-0.26380387,-0.7948282,-0.25592712,-1.0258971,-1.0018748,-0.7619508,-0.5385271
-0.89823794,-1.0816295,0.18364182,1.677318,2.024119,-0.263527,-0.7956626,-0.25608525,-1.025987,-0.99922705,-0.7619508,-0.5383485
-0.90276784,-1.079369,0.18484525,1.6776618,2.0241182,-0.26418635,-0.7958299,-0.2563172,-1.0237457,-0.99638414,-0.7619508,-0.5389549
-0.9075366,-1.0767747,0.18239947,1.6784606,2.0241215,-0.26472926,-0.7953649,-0.25559074,-1.0206418,-0.9945958,-0.7619508,-0.53854483
-0.91907567,-1.0745461,0.18169667,1.6805652,2.0241196,-0.26464736,-0.7942982,-0.25539553,-1.0204296,-0.9934143,-0.7619508,-0.53817755
-0.9116068,-1.0725797,0.18206315,1.6794145,2.0241182,-0.26452187,-0.7941639,-0.2557621,-1.020347,-0.99510634,-0.7619508,-0.53585804
-0.88950235,-1.0709356,0.18294948,1.6773672,2.0241153,-0.26423097,-0.79518104,-0.25596923,-1.0178751,-0.994058,-0.7619508,-0.53419596
-0.89600056,-1.0682454,0.18320122,1.6775737,2.0241206,-0.26474875,-0.795373,-0.25583377,-1.0162587,-0.99266523,-0.7619508,-0.5353552
-0.9072566,-1.06578,0.18336302,1.6774757,2.024115,-0.2644761,-0.7953706,-0.25578636,-1.0157996,-0.9923725,-0.7619508,-0.53420293
-0.9193828,-1.0639801,0.1817706,1.6794201,2.0241158,-0.26369774,-0.79426247,-0.25533694,-1.0159823,-0.9919077,-0.7619508,-0.534332
-0.9321334,-1.0631943,0.18155603,1.6818302,2.0241184,-0.26517677,-0.7931129,-0.25511032,-1.0145905,-0.99107695,-0.7619508,-0.53295565
-0.92502385,-1.0639417,0.18192351,1.6800306,2.0241163,-0.26464087,-0.7934555,-0.25542164,-1.0120606,-0.9907238,-0.7619508,-0.53439313
-0.90774643,-1.0653846,0.18212676,1.6788692,2.0241177,-0.26534507,-0.79430455,-0.2556271,-1.0093998,-0.9907456,-0.7619508,-0.5359005
-0.8973968,-1.0673257,0.18162398,1.6811894,2.0241187,-0.26505148,-0.79334795,-0.25541106,-1.011236,-0.99187344,-0.7619508,-0.53492403
-0.88084406,-1.0713038,0.18092853,1.6817298,2.0241187,-0.26337016,-0.7931286,-0.25537944,-1.0110389,-0.9922494,-0.7619508,-0.5359504
-0.8562915,-1.0743896,0.18196484,1.6803765,2.0241153,-0.2631703,-0.79364574,-0.25562558,-1.0096713,-0.9924623,-0.7619508,-0.53569424
-0.83057654,-1.0773062,0.18277083,1.6775014,2.0241199,-0.26439917,-0.7943115,-0.2560592,-1.0076329,-0.9934543,-0.7619508,-0.53642887
-0.8329644,-1.0792617,0.18278041,1.6787527,2.0241184,-0.26408586,-0.7938655,-0.25591525,-1.0062131,-0.99269414,-0.7619508,-0.5362943
-0.83924484,-1.0803604,0.18354762,1.6789911,2.0241203,-0.26588604,-0.7936845,-0.25574338,-1.0051111,-0.9917616,-0.7619508,-0.53351706
-0.8472979,-1.0811477,0.18313618,1.679883,2.0241182,-0.26524433,-0.79335785,-0.25557616,-1.0030893,-0.9910023,-0.7619508,-0.53233504
-0.86779034,-1.0812078,0.18130592,1.6830084,2.024119,-0.26477963,-0.791655,-0.25503534,-1.0006496,-0.99023557,-0.7619508,-0.53288335
-0.8860274,-1.08115,0.18044442,1.6833163,2.0241184,-0.263936,-0.79096025,-0.25489596,-0.99860656,-0.9899304,-0.7619508,-0.53360695
-0.89706457,-1.0799326,0.18004598,1.6828055,2.0241172,-0.26344743,-0.7912708,-0.25494,-0.99715436,-0.9897314,-0.7619508,-0.5341252
-0.90700364,-1.077313,0.18053392,1.6825776,2.0241168,-0.2643616,-0.79166377,-0.25497487,-0.99740976,-0.9895802,-0.7619508,-0.5328443
-0.9222475,-1.0748982,0.18100409,1.6830335,2.0241184,-0.26395258,-0.791339,-0.255063,-0.9977574,-0.9895952,-0.7619508,-0.5338358
-0.93113965,-1.0725297,0.18079807,1.6835368,2.024118,-0.2633016,-0.7909838,-0.25514236,-0.9964863,-0.9898373,-0.7619508,-0.5340323
-0.93751144,-1.0698916,0.18174669,1.6815487,2.0241187,-0.2630256,-0.79208016,-0.2552707,-0.99368227,-0.98951995,-0.7619508,-0.53086805
-0.939538,-1.0668253,0.18072745,1.6806023,2.0241187,-0.26287457,-0.7916236,-0.25530168,-0.9940503,-0.9893442,-0.7619508,-0.53014314
-0.9303297,-1.0650649,0.18125352,1.6817869,2.0241168,-0.26272407,-0.79137176,-0.25535497,-0.99501175,-0.98929393,-0.7619508,-0.53002757
-0.9125634,-1.0640053,0.17986542,1.6812768,2.0241199,-0.2630031,-0.7918593,-0.2551478,-0.997139,-0.9892666,-0.7619508,-0.5312668
-0.9104947,-1.0635821,0.18091749,1.6812289,2.0241177,-0.2637663,-0.7918603,-0.25531325,-0.9972512,-0.9893294,-0.7619508,-0.5323384
-0.90596575,-1.064186,0.18045673,1.6819028,2.0241196,-0.26440895,-0.79171056,-0.25529245,-0.99325776,-0.98943275,-0.7619508,-0.5304989
-0.9088124,-1.0662988,0.18048039,1.6807833,2.0241187,-0.26417336,-0.7916408,-0.2554345,-0.988813,-0.9893922,-0.7619508,-0.5311639
-0.910852,-1.0678127,0.18120189,1.679865,2.0241184,-0.26471964,-0.79232574,-0.25552076,-0.98623985,-0.9891727,-0.7619508,-0.5286292
-0.91282135,-1.0710144,0.18275101,1.6800259,2.024118,-0.26567572,-0.79244286,-0.25569686,-0.9864611,-0.9888573,-0.7619508,-0.5274005
-0.9233707,-1.0745853,0.18283857,1.680307,2.0241184,-0.2646818,-0.7923729,-0.25571772,-0.9874138,-0.9885642,-0.7619508,-0.52887034
-0.9309289,-1.0775137,0.18299568,1.6805888,2.0241203,-0.26467422,-0.7923558,-0.25575554,-0.9886225,-0.9887156,-0.7619508,-0.52584743
-0.93482244,-1.0796456,0.18234903,1.6792123,2.0241206,-0.2638378,-0.79240006,-0.25595173,-0.9890049,-0.98869646,-0.7619508,-0.52705985
-0.92695105,-1.0819796,0.18091948,1.681721,2.0241165,-0.26355338,-0.79114014,-0.2554377,-0.987644,-0.9882695,-0.7619508,-0.52682674
-0.9248643,-1.0835512,0.18177079,1.6799161,2.0241156,-0.26430726,-0.7922351,-0.25570938,-0.9833568,-0.988461,-0.7619508,-0.527431
-0.931492,-1.0836356,0.18142913,1.6810923,2.0241172,-0.26429063,-0.79154354,-0.25533774,-0.97898287,-0.9883496,-0.7619508,-0.5298103
-0.93319434,-1.0833265,0.17984375,1.6823522,2.0241177,-0.2641612,-0.7911992,-0.2552046,-0.97773075,-0.98827404,-0.7619508,-0.5308907
-0.93796813,-1.0811896,0.18057176,1.6819979,2.02412,-0.26474753,-0.7912851,-0.25511304,-0.97810745,-0.9883193,-0.7619508,-0.5323995
-0.9261591,-1.078012,0.18062146,1.678449,2.0241182,-0.26399973,-0.79238236,-0.25559598,-0.97798973,-0.988616,-0.7619508,-0.5309099
-0.93140465,-1.0758023,0.18157378,1.6798217,2.024121,-0.26405838,-0.79201496,-0.25547305,-0.97819775,-0.9884282,-0.7619508,-0.5286675
-0.9366854,-1.0735471,0.18178093,1.6809052,2.0241172,-0.26456207,-0.79144865,-0.2555283,-0.9781134,-0.988075,-0.7619508,-0.52537155
-0.9399616,-1.0716959,0.18119918,1.6818792,2.0241172,-0.26428053,-0.7912051,-0.25516015,-0.9773137,-0.98804253,-0.7619508,-0.5251031
-0.94738626,-1.0687901,0.18134962,1.6793327,2.0241199,-0.2643397,-0.7924536,-0.2556039,-0.97636837,-0.9881947,-0.7619508,-0.5234051
-0.9613363,-1.0667752,0.18171264,1.6767615,2.024118,-0.26378065,-0.7930669,-0.25602302,-0.9750848,-0.98808306,-0.7619508,-0.52163756
-0.9723474,-1.064861,0.18286633,1.6769149,2.0241177,-0.26450828,-0.7932472,-0.25611046,-0.97493637,-0.9879921,-0.7619508,-0.5228682
-0.97871315,-1.0643969,0.18190464,1.6775155,2.0241177,-0.26496828,-0.79307663,-0.25593373,-0.9719728,-0.98834664,-0.7619508,-0.524007
-0.97667557,-1.0651058,0.18068616,1.68017,2.0241199,-0.26339257,-0.7916568,-0.25552467,-0.96949166,-0.987783,-0.7619508,-0.5258145
-0.96658593,-1.0672268,0.18099426,1.6801796,2.0241168,-0.26235232,-0.79175746,-0.25569212,-0.96658295,-0.9871885,-0.7619508,-0.5225562
-0.9629092,-1.0696874,0.18074478,1.680305,2.024118,-0.26183644,-0.79117876,-0.25554645,-0.9621581,-0.9872145,-0.7619508,-0.5189729
-0.96332073,-1.0723912,0.18047652,1.6802106,2.0241199,-0.2626019,-0.79134953,-0.25549594,-0.9592246,-0.9873287,-0.7619508,-0.5195267
-0.9565093,-1.0763447,0.18053445,1.6808622,2.0241165,-0.26384744,-0.79130924,-0.2556174,-0.95896775,-0.98745155,-0.7619508,-0.51926255
-0.9572119,-1.0785391,0.18029702,1.6810764,2.0241163,-0.2638496,-0.79113823,-0.25535625,-0.9579307,-0.98705506,-0.7619508,-0.5156215
