ambient,coolant,u_d,u_q,motor_speed,torque,i_d,i_q,pm,stator_yoke,stator_tooth,stator_winding
-1.0090383,-1.080632,0.1816496,1.6829524,2.0241168,-0.26441875,-0.77693623,-0.2550785,-0.66392815,-0.9067065,-0.6056262,-0.42418876
-1.006284,-1.0782887,0.18162966,1.6830106,2.0241182,-0.26389152,-0.7764568,-0.25516877,-0.6628212,-0.90685964,-0.60570985,-0.4263995
-1.0040467,-1.0759454,0.1805938,1.6844494,2.0241153,-0.26420224,-0.77589124,-0.2548419,-0.66235363,-0.90685594,-0.6058095,-0.42486167
-1.0037004,-1.0750357,0.1806646,1.6841561,2.024119,-0.26579848,-0.7762499,-0.25480023,-0.6615215,-0.9061947,-0.6057041,-0.4229726
-1.0028793,-1.0745215,0.18120612,1.6829162,2.0241199,-0.2666479,-0.7771878,-0.2550337,-0.6614864,-0.905698,-0.60563374,-0.42331716
-1.0008558,-1.0754732,0.17985785,1.6846175,2.0241182,-0.26706058,-0.77630705,-0.25464645,-0.6611035,-0.90478945,-0.6055455,-0.42540824
-1.000399,-1.0774628,0.1799011,1.6836939,2.0241227,-0.2655195,-0.77656245,-0.2548202,-0.66210884,-0.9039804,-0.6055778,-0.4254614
-1.0003368,-1.0797709,0.18076567,1.6830398,2.0241177,-0.26467112,-0.77665246,-0.2548764,-0.66112584,-0.9044355,-0.6055959,-0.4246129
-1.0007112,-1.0827584,0.18137953,1.6831818,2.0241184,-0.26523608,-0.77687675,-0.2549689,-0.6599162,-0.90586925,-0.60544443,-0.4234412
-1.0002294,-1.0857891,0.18105386,1.6835164,2.0241208,-0.2643063,-0.77669257,-0.25491,-0.6590312,-0.90682346,-0.6053283,-0.42390049
-0.9984498,-1.0882617,0.18059883,1.6846777,2.0241163,-0.264839,-0.7759046,-0.2546415,-0.65837324,-0.90686023,-0.60548013,-0.42246217
-0.9881072,-1.0899298,0.18058911,1.6846601,2.0241184,-0.26531714,-0.7760439,-0.25471184,-0.6568744,-0.9068122,-0.605645,-0.42108727
-0.9779995,-1.0912069,0.18052366,1.6841128,2.0241191,-0.26390132,-0.7755555,-0.2547541,-0.65816927,-0.9072815,-0.6058172,-0.4216677
-0.9668067,-1.0918124,0.18086773,1.684105,2.0241175,-0.2652385,-0.77573526,-0.25484145,-0.65826964,-0.9065459,-0.60590297,-0.42280427
-0.96260303,-1.0919816,0.18107681,1.6845186,2.024116,-0.26512995,-0.77600574,-0.2549468,-0.65833116,-0.90547395,-0.605742,-0.4257334
-0.9559522,-1.0918678,0.1816527,1.6842914,2.0241184,-0.26426807,-0.7762963,-0.25521973,-0.65712976,-0.90490896,-0.6058179,-0.42789707
-0.95021385,-1.0917453,0.18037783,1.6837986,2.0241199,-0.26374793,-0.7766635,-0.25492534,-0.6562553,-0.9038896,-0.6054574,-0.42582297
-0.95993507,-1.0894932,0.18130359,1.6812624,2.0241153,-0.26302722,-0.777359,-0.2555655,-0.6568624,-0.903992,-0.60533565,-0.4231939
-0.9706581,-1.0870066,0.18111284,1.6806656,2.0241163,-0.26371062,-0.7779759,-0.25569043,-0.65652174,-0.90420616,-0.60548013,-0.42153004
-0.97558445,-1.083389,0.18030775,1.6828746,2.0241156,-0.26401594,-0.776693,-0.25519347,-0.6557708,-0.9034177,-0.60565394,-0.4203715
-0.97849536,-1.0808719,0.18050325,1.6844656,2.0241184,-0.26425305,-0.77557135,-0.25472692,-0.65438795,-0.9033852,-0.6057407,-0.41962597
-0.9738741,-1.078857,0.18044898,1.6843231,2.024118,-0.2628979,-0.77573,-0.2547825,-0.6534381,-0.9042784,-0.6058406,-0.4193839
-0.9670506,-1.0761832,0.182258,1.6834886,2.0241225,-0.26340938,-0.77629524,-0.25514233,-0.65231353,-0.9045786,-0.6059612,-0.41908607
-0.963396,-1.0750482,0.18116955,1.6832194,2.0241165,-0.26278234,-0.7761325,-0.25513497,-0.6511616,-0.9037386,-0.6058742,-0.42025942
-0.9628088,-1.0745903,0.18160993,1.6840243,2.0241199,-0.26386857,-0.77597606,-0.25516093,-0.65054137,-0.9027874,-0.60559857,-0.42315975
-0.9593881,-1.0763447,0.18174054,1.6832966,2.0241182,-0.26377577,-0.77646554,-0.25512528,-0.6498168,-0.9021736,-0.6046138,-0.4234258
-0.9558097,-1.0790617,0.18227197,1.6820595,2.0241172,-0.2638723,-0.777096,-0.25534442,-0.64831364,-0.9016564,-0.6035878,-0.42300394
-0.951061,-1.0821686,0.18326835,1.6828302,2.0241175,-0.26532856,-0.7768078,-0.25527927,-0.64695996,-0.90126365,-0.60350794,-0.42306405
-0.95057017,-1.0846493,0.18240038,1.680629,2.0241168,-0.26529485,-0.7770274,-0.25531593,-0.64403796,-0.90128666,-0.6040238,-0.4230385
-0.94673485,-1.0871044,0.18171321,1.6823713,2.0241187,-0.26467758,-0.7761234,-0.2548875,-0.64287573,-0.90178317,-0.6042062,-0.42317036
-0.9431013,-1.0890042,0.18295726,1.6817799,2.024119,-0.26368707,-0.7766742,-0.2551114,-0.64266455,-0.902382,-0.6034065,-0.42221153
-0.9442707,-1.0905874,0.18247807,1.6816837,2.0241184,-0.26425856,-0.77679926,-0.25505507,-0.6415674,-0.9021466,-0.6022658,-0.42329538
-0.94590473,-1.0916854,0.18008108,1.684249,2.0241184,-0.26398253,-0.7752285,-0.2545762,-0.64106315,-0.90285647,-0.60243565,-0.42267504
-0.9470751,-1.09251,0.18045418,1.681753,2.0241184,-0.26441517,-0.7758564,-0.25507605,-0.6418343,-0.90268224,-0.60264,-0.42175555
-0.94791424,-1.0931127,0.18074757,1.6807942,2.0241175,-0.2659859,-0.77700627,-0.25525865,-0.6415112,-0.902118,-0.6029267,-0.42077434
-0.9480959,-1.0931282,0.18106215,1.6821462,2.0241175,-0.26554555,-0.77668417,-0.25516504,-0.64216346,-0.9023885,-0.60340524,-0.42006788
-0.95191115,-1.0918307,0.18281007,1.6796565,2.0241158,-0.26636127,-0.7779525,-0.2555083,-0.6417601,-0.9021832,-0.6032443,-0.42090866
-0.9512487,-1.090699,0.18387775,1.6810651,2.024118,-0.26548758,-0.77734417,-0.2555333,-0.6402526,-0.901468,-0.602605,-0.42249018
-0.9482124,-1.0885955,0.1832313,1.6818376,2.0241182,-0.26472744,-0.77688235,-0.2552515,-0.6393486,-0.90103906,-0.6027675,-0.4219208
-0.9444252,-1.0858421,0.18340342,1.6806576,2.0241163,-0.2647173,-0.7768072,-0.2553538,-0.63969165,-0.90042543,-0.60330737,-0.42133486
-0.9326433,-1.0829151,0.18232174,1.6813912,2.0241208,-0.26334435,-0.77654517,-0.2551214,-0.6394007,-0.8999433,-0.6028854,-0.4204441
-0.93198586,-1.0806042,0.18274479,1.6825277,2.0241175,-0.26488283,-0.7761924,-0.25529325,-0.63780224,-0.89957833,-0.6027627,-0.41960624
-0.92935604,-1.0782429,0.1821309,1.6833494,2.0241165,-0.2650195,-0.77574277,-0.25488445,-0.63621163,-0.8987039,-0.60297513,-0.416379
-0.91946214,-1.0767653,0.18205339,1.6820961,2.0241184,-0.26501948,-0.7764778,-0.25495422,-0.6370306,-0.8983133,-0.60300815,-0.41521424
-0.90709496,-1.0763655,0.18263006,1.6798949,2.0241153,-0.26550835,-0.77684224,-0.25543657,-0.6378469,-0.8985613,-0.6020875,-0.41576895
-0.8924082,-1.0770898,0.18226548,1.6801972,2.024116,-0.26500195,-0.7769088,-0.255542,-0.636664,-0.8984828,-0.6017896,-0.4172028
-0.88124156,-1.0789614,0.18131055,1.6814667,2.0241182,-0.26472232,-0.7762833,-0.25519034,-0.63621575,-0.898434,-0.60166025,-0.41725057
-0.8678797,-1.0821579,0.18094182,1.6833512,2.0241158,-0.26347902,-0.7753324,-0.25498915,-0.6358638,-0.89826995,-0.60133964,-0.41828492
-0.85505885,-1.0853426,0.18012634,1.6845626,2.0241163,-0.2635151,-0.77481824,-0.25476947,-0.6335395,-0.8971492,-0.60058993,-0.41831818
-0.83830434,-1.0878251,0.18087736,1.681317,2.0241177,-0.26285863,-0.7758903,-0.25528848,-0.63383836,-0.8962118,-0.5992397,-0.41950166
-0.82605267,-1.0898433,0.18026423,1.6825058,2.0241172,-0.26307,-0.7756676,-0.2550975,-0.6332469,-0.89627874,-0.59904766,-0.4195461
-0.81083286,-1.091253,0.1801219,1.6839786,2.0241187,-0.26349196,-0.774688,-0.25486302,-0.6306082,-0.8968228,-0.5993685,-0.4192869
-0.7976728,-1.0922456,0.1794372,1.6845728,2.0241172,-0.26326787,-0.7743472,-0.25486076,-0.6325111,-0.8973205,-0.59966105,-0.4196948
-0.7897432,-1.0929013,0.18078348,1.6824452,2.0241163,-0.26399943,-0.7756891,-0.2551895,-0.6311824,-0.897677,-0.60009676,-0.42011505
-0.7701632,-1.0925547,0.18126345,1.6828767,2.0241182,-0.2636667,-0.7754138,-0.25510684,-0.63048136,-0.8980916,-0.6004903,-0.42084068
-0.7531256,-1.0919701,0.18099444,1.6821891,2.0241168,-0.26336336,-0.7753365,-0.25518075,-0.6305054,-0.8984147,-0.60002136,-0.42135924
-0.73169464,-1.0903785,0.18157701,1.6822205,2.024119,-0.26382402,-0.7754313,-0.25524285,-0.6288903,-0.8988013,-0.5987419,-0.41831556
-0.7244536,-1.0885819,0.18096389,1.6822212,2.0241165,-0.26372725,-0.77564305,-0.25511256,-0.6306423,-0.8989952,-0.5981674,-0.41805592
-0.7012671,-1.0869846,0.18057881,1.6824026,2.0241168,-0.26442525,-0.7756328,-0.25500572,-0.6308237,-0.89832586,-0.5985763,-0.41794148
-0.70765495,-1.0850719,0.18065844,1.6833537,2.0241184,-0.26272863,-0.77541924,-0.25490102,-0.62833583,-0.8975152,-0.59973645,-0.4185758
-0.7288812,-1.0820231,0.18188463,1.6803364,2.0241153,-0.2643378,-0.7762613,-0.2554266,-0.6272007,-0.8973522,-0.6006208,-0.418536
-0.74555135,-1.079128,0.18161228,1.6818492,2.0241187,-0.26523826,-0.7757572,-0.25519392,-0.62414926,-0.8979601,-0.6010917,-0.41797256
-0.7657035,-1.076833,0.18134798,1.6818668,2.0241137,-0.26571986,-0.77580553,-0.25517732,-0.62321526,-0.8982054,-0.6001582,-0.41775852
-0.7664021,-1.07527,0.18126014,1.6816689,2.0241191,-0.26446968,-0.7760004,-0.25515097,-0.6225231,-0.89878047,-0.599697,-0.41784462
-0.7741089,-1.0744236,0.18178436,1.6803346,2.0241184,-0.26493794,-0.7767745,-0.25530735,-0.6198349,-0.89956945,-0.5996277,-0.416186
-0.7818437,-1.0738695,0.1807053,1.6813853,2.024118,-0.2636212,-0.7758346,-0.2550936,-0.6196026,-0.9001666,-0.59911376,-0.41614258
-0.78822356,-1.0767744,0.18040578,1.6830398,2.0241165,-0.26365167,-0.77498436,-0.2548292,-0.6199137,-0.9000711,-0.598393,-0.41706818
-0.7808149,-1.0801908,0.18067922,1.6846422,2.0241177,-0.2635264,-0.7743973,-0.25478637,-0.6198976,-0.89909285,-0.59835654,-0.41650125
-0.7716838,-1.0835227,0.18119462,1.6838092,2.0241177,-0.26396278,-0.77481174,-0.25495166,-0.62088424,-0.89894223,-0.5986563,-0.41771743
-0.76739085,-1.086401,0.17978638,1.6858803,2.0241196,-0.26320785,-0.77360743,-0.25449884,-0.6199322,-0.8982544,-0.59915984,-0.41978034
-0.7702957,-1.0888112,0.1817561,1.6841842,2.0241196,-0.26401135,-0.77466923,-0.25500152,-0.61696696,-0.8972469,-0.59959674,-0.4196055
-0.7798142,-1.0905967,0.18286559,1.6802666,2.0241182,-0.26455092,-0.77589405,-0.25545144,-0.61535937,-0.8975339,-0.5986479,-0.41879317
-0.803891,-1.0916818,0.18310921,1.6796333,2.0241191,-0.2647387,-0.7764415,-0.25556785,-0.6124393,-0.8972593,-0.597024,-0.41848052
-0.82282764,-1.092585,0.18309863,1.6812817,2.024116,-0.2648426,-0.77578783,-0.25553972,-0.6139215,-0.8971248,-0.5966093,-0.4189638
-0.830174,-1.0924903,0.18137938,1.6827904,2.0241182,-0.26546663,-0.7749508,-0.25503993,-0.6155311,-0.8979603,-0.5965282,-0.4188379
-0.8509666,-1.0920087,0.18120891,1.6838,2.024119,-0.26491082,-0.7745846,-0.25488478,-0.61685,-0.89760894,-0.596625,-0.4194385
-0.85808617,-1.0904179,0.18153664,1.6823663,2.024116,-0.2642696,-0.7747518,-0.25522417,-0.6160534,-0.89768964,-0.5958046,-0.4188893
-0.85660666,-1.0888598,0.18113707,1.6828111,2.0241168,-0.26458427,-0.77477115,-0.25514007,-0.6152813,-0.8982442,-0.59446985,-0.41785842
-0.8567582,-1.0864319,0.18095379,1.6827915,2.0241184,-0.26470086,-0.77495503,-0.25513962,-0.6143982,-0.89737797,-0.5943852,-0.41794628
-0.85730827,-1.0844227,0.18113291,1.6836027,2.0241177,-0.26511788,-0.7744819,-0.2548724,-0.6145798,-0.8959163,-0.5954975,-0.4186863
-0.85518837,-1.0818456,0.18024512,1.6861075,2.0241175,-0.26525143,-0.77321094,-0.2544541,-0.61358184,-0.8957659,-0.59633505,-0.4200468
-0.8590066,-1.0794537,0.18090537,1.6850669,2.0241234,-0.26508495,-0.773266,-0.25466338,-0.61201507,-0.8958326,-0.5957738,-0.41902217
-0.86046606,-1.0776477,0.18117963,1.6850123,2.0241165,-0.2650259,-0.77314913,-0.254819,-0.6120458,-0.8961425,-0.59591585,-0.4180764
-0.8593037,-1.0763478,0.18301882,1.6842937,2.0241187,-0.2648997,-0.7738719,-0.2550577,-0.6113126,-0.8959334,-0.59585637,-0.41769245
-0.849734,-1.076443,0.18217991,1.6843917,2.024118,-0.26583672,-0.77413696,-0.25501326,-0.6110469,-0.8950385,-0.59635615,-0.4177414
-0.8369152,-1.0780041,0.18236671,1.6844058,2.0241163,-0.265843,-0.7740535,-0.25491765,-0.61087996,-0.89490026,-0.59735465,-0.418016
-0.8213963,-1.0805298,0.18116504,1.6856401,2.0241199,-0.26572865,-0.77353543,-0.25450808,-0.61050254,-0.895005,-0.5970503,-0.4180086
-0.8066111,-1.08319,0.1804499,1.6843973,2.0241184,-0.26465216,-0.77321935,-0.25465736,-0.61071056,-0.89433587,-0.59579635,-0.41801265
-0.8017741,-1.0858352,0.18152598,1.6833733,2.0241175,-0.26391795,-0.774123,-0.2552493,-0.6107452,-0.893752,-0.5945669,-0.41784653
-0.79125184,-1.0882758,0.18115726,1.6838348,2.0241158,-0.26361337,-0.7738679,-0.25518382,-0.60876226,-0.8935726,-0.59438807,-0.41738576
-0.78865016,-1.0901122,0.17884356,1.6840447,2.0241203,-0.2642144,-0.77357066,-0.25453883,-0.6088543,-0.8936254,-0.5951167,-0.41647628
-0.7840088,-1.0915391,0.1789375,1.685168,2.0241172,-0.26366776,-0.7731931,-0.25455308,-0.6072495,-0.8934167,-0.5949009,-0.416777
-0.7865061,-1.0923076,0.17966214,1.6818341,2.0241203,-0.26371568,-0.7738191,-0.2551193,-0.6063657,-0.89369255,-0.59393257,-0.41821712
-0.7779733,-1.0929939,0.17986551,1.6826777,2.0241163,-0.2624131,-0.77399516,-0.25501,-0.60587347,-0.89419925,-0.5930923,-0.41876283
-0.7786046,-1.0931658,0.17955908,1.6838521,2.024116,-0.26332626,-0.7736691,-0.25493258,-0.60381395,-0.8939715,-0.59280777,-0.41776332
-0.7810036,-1.0932128,0.18021245,1.6836841,2.0241172,-0.26390168,-0.77381694,-0.2549985,-0.60297334,-0.8934215,-0.5936498,-0.4136616
-0.78230244,-1.0921091,0.17995861,1.6848676,2.024119,-0.26255473,-0.77334356,-0.25466797,-0.6035761,-0.8929596,-0.5937595,-0.41397512
-0.7735036,-1.0899682,0.18050778,1.6839616,2.024123,-0.26302665,-0.7737537,-0.2549194,-0.60281646,-0.8926108,-0.5941798,-0.41381234
-0.7852856,-1.0878392,0.18175194,1.6823367,2.024118,-0.26305687,-0.77408695,-0.25528196,-0.60311484,-0.89239264,-0.59475476,-0.4147436
-0.7946204,-1.0856273,0.18096901,1.6833724,2.0241213,-0.2627247,-0.7736333,-0.25491846,-0.600664,-0.8924452,-0.594141,-0.41580728
-0.8127581,-1.0834419,0.18014993,1.685533,2.0241172,-0.2624912,-0.77272046,-0.2545542,-0.6015932,-0.89243144,-0.5934563,-0.41689843
-0.8287387,-1.0812215,0.1802912,1.6849765,2.0241177,-0.26232207,-0.7731152,-0.2546916,-0.60201794,-0.892523,-0.59314126,-0.41716793
-0.84027773,-1.0787086,0.18016033,1.6859363,2.0241191,-0.26310092,-0.77273804,-0.25449222,-0.60142076,-0.89212316,-0.5937405,-0.41335824
-0.8493847,-1.0772656,0.17990918,1.6843712,2.0241144,-0.26333418,-0.77271014,-0.25473455,-0.60044056,-0.8925958,-0.594626,-0.41396365
-0.8497992,-1.0776469,0.18114913,1.6841984,2.0241172,-0.26486138,-0.77317774,-0.25500625,-0.6012396,-0.8928763,-0.59526026,-0.4159108
-0.85170335,-1.0791386,0.17985588,1.6845714,2.0241182,-0.2645739,-0.77292085,-0.25466573,-0.60084873,-0.8924777,-0.5953105,-0.41801658
-0.855363,-1.0815443,0.17932478,1.6845161,2.0241191,-0.26415735,-0.77306443,-0.25458482,-0.5997638,-0.8924801,-0.59511846,-0.41776696
-0.85875964,-1.0841739,0.17799106,1.6862209,2.024119,-0.26262617,-0.7722297,-0.25422376,-0.5993194,-0.89271533,-0.594721,-0.4173127
-0.85415447,-1.0869201,0.17932011,1.6836305,2.0241168,-0.2628397,-0.7728451,-0.25469908,-0.5964171,-0.89243793,-0.5947805,-0.4145567
-0.8627656,-1.0892621,0.18035443,1.6830764,2.0241187,-0.2651184,-0.77340335,-0.2546942,-0.5957476,-0.89224285,-0.5941469,-0.41297314
-0.87218577,-1.0909593,0.18160053,1.6840782,2.0241165,-0.26593214,-0.77335334,-0.2547892,-0.5948744,-0.8921509,-0.5931554,-0.41324353
-0.87902427,-1.0921695,0.180558,1.6830578,2.0241184,-0.26691878,-0.7740358,-0.25468722,-0.59320164,-0.8918403,-0.5928494,-0.4151486
-0.873863,-1.0929811,0.18027706,1.6829904,2.0241158,-0.26562873,-0.7743917,-0.25489268,-0.59343773,-0.8918601,-0.5925116,-0.41585055
-0.85840034,-1.09344,0.18140404,1.6826781,2.0241165,-0.26476315,-0.7744677,-0.25501934,-0.5953003,-0.8918172,-0.592074,-0.4142384
-0.8534027,-1.0936166,0.18066324,1.6810728,2.0241191,-0.262797,-0.7746014,-0.25508633,-0.593309,-0.8918021,-0.5921072,-0.41477233
-0.8524491,-1.0934339,0.18108363,1.6825466,2.0241156,-0.26277113,-0.7741373,-0.25504214,-0.5920922,-0.89216745,-0.59212416,-0.4158783
-0.8506675,-1.0931698,0.18033332,1.6847193,2.024119,-0.2627395,-0.7729368,-0.2546508,-0.5912026,-0.8924633,-0.5920222,-0.41657126
-0.84939075,-1.0929805,0.18069835,1.6850314,2.0241168,-0.26194188,-0.77270126,-0.25472784,-0.5890876,-0.8924763,-0.5918048,-0.41715705
-0.8358161,-1.0903094,0.18004166,1.6861417,2.0241182,-0.261715,-0.77228886,-0.25466415,-0.5891549,-0.89241374,-0.5915676,-0.41740376
-0.81797755,-1.0868586,0.18076043,1.6839683,2.0241175,-0.26191676,-0.77277654,-0.25510684,-0.58818,-0.8920507,-0.5904733,-0.41543612
-0.80302274,-1.0836163,0.18034397,1.6849993,2.0241141,-0.26157704,-0.7724569,-0.25523573,-0.587289,-0.8916428,-0.5900059,-0.41138756
-0.7933396,-1.0808073,0.17996551,1.683893,2.0241168,-0.26203066,-0.7732756,-0.25499704,-0.5853652,-0.89184594,-0.59040296,-0.40748537
-0.78555256,-1.0784883,0.18186285,1.6816438,2.024118,-0.2628179,-0.77470726,-0.25571522,-0.5858906,-0.8921017,-0.59083414,-0.40714586
-0.76556504,-1.0776267,0.18142438,1.6829239,2.024116,-0.26148868,-0.7741783,-0.2553937,-0.5832605,-0.89206785,-0.5906521,-0.408309
-0.7580219,-1.0776929,0.18173154,1.6808062,2.0241153,-0.26251704,-0.77425927,-0.25559586,-0.58521575,-0.8919399,-0.5907359,-0.40779075
-0.7648915,-1.0785341,0.18142903,1.6820165,2.024118,-0.26406857,-0.7736807,-0.25526708,-0.58478934,-0.8919259,-0.5913327,-0.40556097
-0.7721927,-1.0805681,0.18196063,1.6825266,2.024118,-0.26418203,-0.7735507,-0.2551598,-0.5840321,-0.8922243,-0.5914447,-0.40651128
-0.7758012,-1.0831012,0.17953704,1.6845914,2.024118,-0.2633261,-0.77245194,-0.2545771,-0.58366096,-0.8921359,-0.59109116,-0.4094491
-0.7700046,-1.0855386,0.18068591,1.6850963,2.0241175,-0.2633927,-0.7722754,-0.25479433,-0.5838097,-0.89217156,-0.5904512,-0.41127878
-0.76618636,-1.0879517,0.18108691,1.6844407,2.024116,-0.26376593,-0.7729786,-0.2549119,-0.5826414,-0.8922356,-0.5900898,-0.41158083
-0.76861036,-1.0900548,0.18018363,1.6844851,2.0241172,-0.26407203,-0.77220356,-0.2547144,-0.5824324,-0.8923824,-0.58997726,-0.4106487
-0.7721365,-1.0915147,0.17970473,1.685601,2.0241187,-0.26339287,-0.7718861,-0.25461712,-0.58270437,-0.89199066,-0.5900123,-0.41150618
-0.7780917,-1.0924358,0.1806396,1.6862783,2.0241184,-0.26349273,-0.771704,-0.25461873,-0.58331525,-0.8916871,-0.5894961,-0.41324294
-0.78418946,-1.0930595,0.180426,1.6854713,2.0241144,-0.2628175,-0.77206963,-0.2545733,-0.58408403,-0.8919993,-0.58962166,-0.41276288
-0.79699826,-1.0933989,0.1817412,1.6832511,2.0241184,-0.26440194,-0.77347517,-0.2549567,-0.5811846,-0.89267516,-0.5901263,-0.41003025
-0.8141824,-1.0931518,0.18107168,1.6833163,2.0241168,-0.26337704,-0.77276087,-0.25495264,-0.5826013,-0.89288914,-0.58964646,-0.4083816
-0.8267011,-1.0921093,0.1804152,1.6841416,2.0241177,-0.26372972,-0.7723828,-0.25474986,-0.58335084,-0.8929047,-0.5895977,-0.40991247
-0.8341077,-1.090259,0.17997171,1.6853244,2.0241182,-0.26397336,-0.77190965,-0.2547354,-0.5826263,-0.89175993,-0.5901595,-0.40908793
-0.83937335,-1.0879934,0.18036342,1.6850473,2.0241172,-0.26275465,-0.7721571,-0.25496435,-0.58304286,-0.89086264,-0.5896199,-0.40670267
-0.846251,-1.0851554,0.18009795,1.6836802,2.0241163,-0.262449,-0.7729029,-0.2549413,-0.58289295,-0.89126086,-0.5890513,-0.40764406
-0.84990364,-1.0823861,0.18079096,1.6829803,2.0241177,-0.26406723,-0.7727289,-0.2550086,-0.5824687,-0.8915591,-0.5879765,-0.40921733
-0.85087425,-1.0802805,0.18064813,1.683309,2.024116,-0.26422852,-0.7727782,-0.25484636,-0.57985204,-0.89197135,-0.5874235,-0.40793392
-0.8557906,-1.0784281,0.18160433,1.6847696,2.0241172,-0.26516494,-0.77222115,-0.25492334,-0.57951957,-0.89205426,-0.5880122,-0.40920717
-0.8584455,-1.0774658,0.18329316,1.6827749,2.0241168,-0.2652528,-0.7732567,-0.25535432,-0.5782444,-0.8917034,-0.5879222,-0.41173097
-0.85851777,-1.0770911,0.18259844,1.6821324,2.0241203,-0.26447216,-0.77373683,-0.25533134,-0.5765743,-0.8916804,-0.5869808,-0.41248828
-0.8582448,-1.0783696,0.18182394,1.6832477,2.0241203,-0.263458,-0.773187,-0.2550607,-0.5769486,-0.89203453,-0.5859918,-0.4124103
-0.85786635,-1.0801581,0.18124053,1.6804339,2.0241182,-0.26409715,-0.77396345,-0.2553947,-0.5766747,-0.89220506,-0.5853786,-0.41287526
-0.8627897,-1.0824494,0.18173519,1.6820179,2.0241182,-0.26459178,-0.7733855,-0.25528595,-0.57471055,-0.8922194,-0.58464515,-0.4117548
-0.8617789,-1.0853268,0.18254273,1.6816206,2.024118,-0.26435858,-0.7737023,-0.25526112,-0.5739089,-0.8921342,-0.5848034,-0.41163644
-0.859117,-1.0880433,0.1809734,1.6837465,2.0241172,-0.26343256,-0.77273864,-0.25503024,-0.57412416,-0.8920511,-0.5846128,-0.4125754
-0.85816747,-1.0900829,0.18144268,1.6824403,2.0241172,-0.26351932,-0.773539,-0.25527275,-0.5741787,-0.8909272,-0.5852623,-0.41025865
-0.85730326,-1.0915079,0.1804716,1.6800144,2.0241175,-0.26293775,-0.7739443,-0.25549206,-0.57490903,-0.88998914,-0.58538824,-0.40785348
-0.8479192,-1.0924431,0.1808224,1.6824071,2.0241187,-0.26371166,-0.7727807,-0.2551156,-0.57358533,-0.8903502,-0.5846032,-0.40916213
-0.8362537,-1.0930647,0.18117136,1.6838824,2.024118,-0.26396275,-0.7723821,-0.25497392,-0.5727796,-0.89126265,-0.58373344,-0.4115971
-0.8236738,-1.0930159,0.18118802,1.6838182,2.0241156,-0.26303566,-0.77267647,-0.2550979,-0.57258236,-0.8915963,-0.5834621,-0.41301903
-0.81390435,-1.0924659,0.18148383,1.6840986,2.0241172,-0.26347113,-0.7727294,-0.25518003,-0.57161254,-0.89158416,-0.5848118,-0.4107264
-0.80002856,-1.091337,0.18030162,1.6824206,2.0241177,-0.26387864,-0.7730588,-0.25501508,-0.5733713,-0.89183,-0.5861651,-0.40994254
-0.79380935,-1.0893723,0.18121882,1.6812867,2.024119,-0.26443213,-0.7734192,-0.25532472,-0.5746123,-0.89125854,-0.5874015,-0.4081031
-0.79425305,-1.0872034,0.18156022,1.6825562,2.0241182,-0.2641375,-0.7728692,-0.25517905,-0.5749508,-0.89050555,-0.58730596,-0.4034044
-0.7892353,-1.0853937,0.18114392,1.6836101,2.0241182,-0.26365924,-0.7723106,-0.2550194,-0.5723286,-0.89040613,-0.5866527,-0.40027303
-0.780581,-1.0828452,0.18140805,1.6830962,2.024119,-0.26360676,-0.77281696,-0.2551231,-0.5689197,-0.8900864,-0.58691424,-0.4005758
-0.78139704,-1.0802119,0.18271965,1.6819961,2.0241196,-0.26199007,-0.77354896,-0.2553411,-0.5663574,-0.89049745,-0.5862919,-0.40267092
-0.7885056,-1.0782954,0.18197961,1.6831536,2.0241163,-0.26220813,-0.77241105,-0.25519833,-0.5645838,-0.89097625,-0.5852648,-0.40617496
-0.7901517,-1.0778272,0.18226868,1.6836985,2.0241163,-0.26128083,-0.7723467,-0.25501543,-0.56402016,-0.8912353,-0.58434665,-0.4077617
-0.7920157,-1.0777951,0.182509,1.6836168,2.0241177,-0.26296076,-0.7724375,-0.25510463,-0.56399924,-0.8910292,-0.58471394,-0.40838555
-0.7922596,-1.0790383,0.18226378,1.6821091,2.0241168,-0.26344147,-0.7732185,-0.25511912,-0.5651245,-0.890089,-0.58588856,-0.41026127
-0.7885156,-1.0818862,0.18239897,1.6820331,2.0241177,-0.26389125,-0.77324855,-0.25539026,-0.5661059,-0.89003325,-0.5873101,-0.41234785
-0.7800059,-1.084894,0.1825277,1.6830151,2.0241148,-0.26292297,-0.7737666,-0.25572512,-0.5673061,-0.89057755,-0.5870419,-0.4122523
-0.77654094,-1.0875623,0.18188027,1.6806875,2.0241182,-0.2626902,-0.7729538,-0.25532144,-0.56653976,-0.89106715,-0.58575547,-0.41083428
-0.78120637,-1.0897328,0.18175654,1.6825111,2.0241177,-0.2633182,-0.7723652,-0.25507787,-0.5648499,-0.8911993,-0.5841836,-0.4087111
-0.7859551,-1.0913672,0.18182094,1.6837971,2.0241182,-0.26401013,-0.77197087,-0.25483057,-0.5654868,-0.8913412,-0.5826197,-0.40881333
-0.7888077,-1.0925626,0.18310927,1.6833677,2.0241168,-0.26415008,-0.77256006,-0.25523698,-0.5637381,-0.8905321,-0.5816489,-0.4087631
-0.7843601,-1.0933332,0.1839605,1.6832924,2.0241177,-0.26329425,-0.77252084,-0.25547937,-0.56323075,-0.88832724,-0.5807079,-0.40570793
